# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 450 MeV

0.000 -2.959006E-01
9.000 -2.069666E-01
18.000 -1.310637E-01
27.000 -7.106346E-02
36.000 -3.315486E-02
45.000 -1.588147E-02
54.000 5.928622E-03
63.000 4.058971E-02
72.000 8.001722E-02
81.000 1.185214E-01
90.000 1.549974E-01
99.000 1.901484E-01
108.000 2.219826E-01
117.000 2.346825E-01
126.000 1.991323E-01
135.000 1.336560E-01
144.000 8.208595E-02
153.000 5.492541E-02
162.000 5.217792E-02
171.000 4.400117E-02
180.000 3.655645E-02
