# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 8.994790E-02
9.000 5.884866E-02
18.000 3.172565E-02
27.000 1.005070E-02
36.000 -2.153971E-03
45.000 -7.514697E-03
54.000 -1.349185E-02
63.000 -1.915452E-02
72.000 -2.273190E-02
81.000 -2.353068E-02
90.000 -2.120610E-02
99.000 -1.584813E-02
108.000 -8.896104E-03
117.000 -3.164733E-03
126.000 -3.415577E-04
135.000 4.786277E-04
144.000 -2.000381E-04
153.000 -7.594974E-03
162.000 -3.154828E-02
171.000 -6.168939E-02
180.000 -8.361192E-02
