 # D13_1520 FF
     0.00000    -2.98118     4.20821    -3.13426     0.00000     0.00000     0.00000    -2.15421   -99.52577
     0.00500    -2.95972     4.15025    -3.06179     0.00000     0.00000     0.00000    -2.13283   -78.04676
     0.01000    -2.93826     4.09316    -2.99105     0.00000     0.00000     0.00000    -2.11176   -63.97268
     0.01500    -2.91681     4.03695    -2.92200     0.00000     0.00000     0.00000    -2.09101   -54.04071
     0.02000    -2.89538     3.98160    -2.85460     0.00000     0.00000     0.00000    -2.07056   -46.65939
     0.02500    -2.87398     3.92709    -2.78880     0.00000     0.00000     0.00000    -2.05041   -40.95993
     0.03000    -2.85262     3.87343    -2.72457     0.00000     0.00000     0.00000    -2.03055   -36.42784
     0.03500    -2.83130     3.82058    -2.66186     0.00000     0.00000     0.00000    -2.01098   -32.73901
     0.04000    -2.81003     3.76855    -2.60063     0.00000     0.00000     0.00000    -1.99169   -29.67914
     0.04500    -2.78882     3.71732    -2.54085     0.00000     0.00000     0.00000    -1.97267   -27.10084
     0.05000    -2.76768     3.66688    -2.48248     0.00000     0.00000     0.00000    -1.95393   -24.89942
     0.05500    -2.74661     3.61722    -2.42548     0.00000     0.00000     0.00000    -1.93546   -22.99847
     0.06000    -2.72562     3.56831    -2.36982     0.00000     0.00000     0.00000    -1.91724   -21.34092
     0.06500    -2.70471     3.52016    -2.31546     0.00000     0.00000     0.00000    -1.89928   -19.88327
     0.07000    -2.68389     3.47275    -2.26237     0.00000     0.00000     0.00000    -1.88157   -18.59180
     0.07500    -2.66316     3.42607    -2.21052     0.00000     0.00000     0.00000    -1.86411   -17.43997
     0.08000    -2.64252     3.38010    -2.15987     0.00000     0.00000     0.00000    -1.84689   -16.40658
     0.08500    -2.62199     3.33484    -2.11040     0.00000     0.00000     0.00000    -1.82991   -15.47452
     0.09000    -2.60156     3.29027    -2.06207     0.00000     0.00000     0.00000    -1.81316   -14.62982
     0.09500    -2.58123     3.24638    -2.01486     0.00000     0.00000     0.00000    -1.79663   -13.86095
     0.10000    -2.56102     3.20316    -1.96873     0.00000     0.00000     0.00000    -1.78034   -13.15833
     0.10500    -2.54091     3.16059    -1.92367     0.00000     0.00000     0.00000    -1.76426   -12.51392
     0.11000    -2.52092     3.11868    -1.87963     0.00000     0.00000     0.00000    -1.74841   -11.92092
     0.11500    -2.50105     3.07740    -1.83661     0.00000     0.00000     0.00000    -1.73276   -11.37356
     0.12000    -2.48129     3.03674    -1.79456     0.00000     0.00000     0.00000    -1.71732   -10.86689
     0.12500    -2.46166     2.99671    -1.75348     0.00000     0.00000     0.00000    -1.70209   -10.39665
     0.13000    -2.44215     2.95727    -1.71332     0.00000     0.00000     0.00000    -1.68706    -9.95915
     0.13500    -2.42276     2.91843    -1.67408     0.00000     0.00000     0.00000    -1.67223    -9.55118
     0.14000    -2.40350     2.88018    -1.63572     0.00000     0.00000     0.00000    -1.65759    -9.16994
     0.14500    -2.38436     2.84250    -1.59823     0.00000     0.00000     0.00000    -1.64315    -8.81297
     0.15000    -2.36535     2.80538    -1.56159     0.00000     0.00000     0.00000    -1.62889    -8.47809
     0.15500    -2.34647     2.76882    -1.52576     0.00000     0.00000     0.00000    -1.61482    -8.16339
     0.16000    -2.32772     2.73281    -1.49074     0.00000     0.00000     0.00000    -1.60093    -7.86716
     0.16500    -2.30910     2.69733    -1.45651     0.00000     0.00000     0.00000    -1.58722    -7.58788
     0.17000    -2.29061     2.66238    -1.42303     0.00000     0.00000     0.00000    -1.57368    -7.32418
     0.17500    -2.27225     2.62795    -1.39030     0.00000     0.00000     0.00000    -1.56032    -7.07486
     0.18000    -2.25403     2.59403    -1.35830     0.00000     0.00000     0.00000    -1.54712    -6.83881
     0.18500    -2.23593     2.56061    -1.32701     0.00000     0.00000     0.00000    -1.53409    -6.61505
     0.19000    -2.21797     2.52768    -1.29642     0.00000     0.00000     0.00000    -1.52123    -6.40268
     0.19500    -2.20015     2.49524    -1.26650     0.00000     0.00000     0.00000    -1.50852    -6.20090
     0.20000    -2.18245     2.46327    -1.23724     0.00000     0.00000     0.00000    -1.49598    -6.00897
     0.20500    -2.16489     2.43177    -1.20862     0.00000     0.00000     0.00000    -1.48359    -5.82621
     0.21000    -2.14746     2.40073    -1.18063     0.00000     0.00000     0.00000    -1.47135    -5.65202
     0.21500    -2.13016     2.37015    -1.15326     0.00000     0.00000     0.00000    -1.45927    -5.48585
     0.22000    -2.11300     2.34001    -1.12648     0.00000     0.00000     0.00000    -1.44733    -5.32717
     0.22500    -2.09597     2.31031    -1.10029     0.00000     0.00000     0.00000    -1.43554    -5.17551
     0.23000    -2.07907     2.28104    -1.07467     0.00000     0.00000     0.00000    -1.42389    -5.03046
     0.23500    -2.06231     2.25219    -1.04961     0.00000     0.00000     0.00000    -1.41239    -4.89160
     0.24000    -2.04567     2.22376    -1.02510     0.00000     0.00000     0.00000    -1.40102    -4.75857
     0.24500    -2.02917     2.19574    -1.00111     0.00000     0.00000     0.00000    -1.38979    -4.63104
     0.25000    -2.01280     2.16812    -0.97765     0.00000     0.00000     0.00000    -1.37869    -4.50869
     0.25500    -1.99656     2.14090    -0.95469     0.00000     0.00000     0.00000    -1.36773    -4.39123
     0.26000    -1.98045     2.11406    -0.93223     0.00000     0.00000     0.00000    -1.35690    -4.27839
     0.26500    -1.96447     2.08761    -0.91026     0.00000     0.00000     0.00000    -1.34619    -4.16991
     0.27000    -1.94862     2.06154    -0.88876     0.00000     0.00000     0.00000    -1.33561    -4.06558
     0.27500    -1.93290     2.03584    -0.86772     0.00000     0.00000     0.00000    -1.32516    -3.96516
     0.28000    -1.91731     2.01050    -0.84713     0.00000     0.00000     0.00000    -1.31483    -3.86847
     0.28500    -1.90184     1.98553    -0.82698     0.00000     0.00000     0.00000    -1.30461    -3.77530
     0.29000    -1.88650     1.96090    -0.80727     0.00000     0.00000     0.00000    -1.29452    -3.68548
     0.29500    -1.87129     1.93663    -0.78798     0.00000     0.00000     0.00000    -1.28454    -3.59885
     0.30000    -1.85621     1.91269    -0.76910     0.00000     0.00000     0.00000    -1.27468    -3.51525
     0.30500    -1.84124     1.88909    -0.75062     0.00000     0.00000     0.00000    -1.26493    -3.43454
     0.31000    -1.82641     1.86582    -0.73254     0.00000     0.00000     0.00000    -1.25529    -3.35658
     0.31500    -1.81169     1.84288    -0.71484     0.00000     0.00000     0.00000    -1.24577    -3.28124
     0.32000    -1.79710     1.82026    -0.69751     0.00000     0.00000     0.00000    -1.23635    -3.20841
     0.32500    -1.78264     1.79795    -0.68056     0.00000     0.00000     0.00000    -1.22703    -3.13796
     0.33000    -1.76829     1.77596    -0.66397     0.00000     0.00000     0.00000    -1.21782    -3.06980
     0.33500    -1.75406     1.75427    -0.64772     0.00000     0.00000     0.00000    -1.20872    -3.00382
     0.34000    -1.73996     1.73288    -0.63182     0.00000     0.00000     0.00000    -1.19972    -2.93993
