  0.5  4.39020198E-07
  1.  5.78733898E-06
  1.5  2.11983697E-05
  2.  3.06725888E-05
  2.5  3.89725901E-05
  3.  4.89637387E-05
  3.5  5.23170784E-05
  4.  4.50862717E-05
  4.5  2.91758806E-05
  5.  1.56337901E-05
  5.5  9.05704383E-06
  6.  6.13454404E-06
  6.5  5.03147385E-06
  7.  4.638885E-06
  7.5  4.36242408E-06
  8.  4.13632006E-06
  8.5  3.63094409E-06
  9.  3.24383905E-06
  9.5  2.74610898E-06
  10.  2.54817201E-06
  10.5  2.36555502E-06
  11.  2.28911495E-06
  11.5  1.85732301E-06
  12.  1.97407689E-06
  12.5  1.90606295E-06
  13.  1.52641098E-06
  13.5  1.44303397E-06
  14.  1.31965805E-06
  14.5  1.32813796E-06
  15.  1.22898302E-06
  15.5  1.20243396E-06
  16.  9.53098777E-07
  16.5  1.05261802E-06
  17.  9.3217659E-07
  17.5  8.44668307E-07
  18.  6.48916114E-07
  18.5  8.60903128E-07
  19.  8.66748678E-07
  19.5  4.31286196E-07
  20.  5.2711539E-07
  20.5  6.64794072E-07
  21.  4.52010198E-07
  21.5  6.88795922E-07
  22.  4.51438609E-07
  22.5  5.34653623E-07
  23.  3.34353388E-07
  23.5  3.78768704E-07
  24.  5.51386677E-07
  24.5  4.52260792E-07
  25.  2.85597309E-07
  25.5  1.98175997E-07
  26.  2.35256294E-07
  26.5  4.04549894E-07
  27.  1.58787003E-07
  27.5  1.92807605E-07
  28.  3.01831989E-07
  28.5  1.45288297E-07
  29.  1.00835102E-07
  29.5  1.62586304E-07
  30.  3.02912497E-07
  30.5  2.62853689E-07
  31.  2.7441871E-07
  31.5  5.98914767E-08
  32.  2.34248901E-07
  32.5  1.86860007E-07
  33.  6.66900775E-08
  33.5  5.66805411E-08
  34.  1.58525694E-07
  34.5  7.66495134E-08
  35.  1.01415303E-07
  35.5  6.05078725E-08
  36.  6.86370711E-08
  36.5  4.49107915E-08
  37.  5.68208804E-08
  37.5  3.8010711E-08
  38.  7.88450976E-08
  38.5  2.70191904E-08
  39.  2.67830895E-08
  39.5  3.11978994E-08
  40.  5.52644401E-08
  40.5  6.54337171E-08
  41.  3.22949703E-08
  41.5  3.02256495E-08
  42.  3.34467209E-08
  42.5  6.19381666E-08
  43.  7.50693587E-08
  43.5  2.77159895E-08
  44.  2.43354599E-08
  44.5  3.60742689E-08
  45.  2.91751494E-08
  45.5  2.62178403E-08
  46.  4.10699883E-08
  46.5  2.45661393E-08
  47.  2.24475691E-08
  47.5  2.194583E-08
  48.  2.64976503E-08
  48.5  2.65233595E-08
  49.  2.19008207E-08
  49.5  1.58461795E-08
  50.  1.51310804E-08
