# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 7.452105E-02
9.000 -2.175730E-03
18.000 -1.090760E-01
27.000 -1.664462E-01
36.000 -1.471292E-01
45.000 -1.183599E-01
54.000 -9.446553E-02
63.000 -7.488466E-02
72.000 -5.787311E-02
81.000 -4.187587E-02
90.000 -2.576052E-02
99.000 -9.509116E-03
108.000 5.155398E-03
117.000 1.605211E-02
126.000 2.251583E-02
135.000 2.506806E-02
144.000 2.398941E-02
153.000 1.811391E-02
162.000 4.194617E-03
171.000 -1.146510E-02
180.000 -1.781508E-02
