# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 550 MeV

0.000 -2.288460E-02
9.000 -1.740896E-02
18.000 -1.312538E-02
27.000 -9.954494E-03
36.000 -7.755889E-03
45.000 -6.263252E-03
54.000 -5.185006E-03
63.000 -4.470061E-03
72.000 -4.300645E-03
81.000 -4.820992E-03
90.000 -5.941191E-03
99.000 -7.247117E-03
108.000 -8.223660E-03
117.000 -8.640714E-03
126.000 -8.478017E-03
135.000 -7.606748E-03
144.000 -5.479944E-03
153.000 -4.337095E-04
162.000 1.001785E-02
171.000 1.841344E-02
180.000 2.116769E-02
