# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 -5.781490E-03
9.000 -3.503081E-03
18.000 -1.675935E-03
27.000 -3.519561E-04
36.000 5.364702E-04
45.000 1.543445E-03
54.000 3.277704E-03
63.000 5.534927E-03
72.000 7.882754E-03
81.000 1.017317E-02
90.000 1.243914E-02
99.000 1.459986E-02
108.000 1.608610E-02
117.000 1.588443E-02
126.000 1.396529E-02
135.000 1.168417E-02
144.000 1.012805E-02
153.000 9.783102E-03
162.000 9.852116E-03
171.000 5.808378E-03
180.000 2.987136E-03
