# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 9.412128E-02
9.000 7.692365E-02
18.000 6.190585E-02
27.000 4.737633E-02
36.000 3.248469E-02
45.000 2.029120E-02
54.000 1.258300E-02
63.000 8.021952E-03
72.000 5.338726E-03
81.000 3.937700E-03
90.000 3.646877E-03
99.000 4.665459E-03
108.000 7.564256E-03
117.000 1.262591E-02
126.000 1.822085E-02
135.000 2.225252E-02
144.000 2.504625E-02
153.000 2.789213E-02
162.000 2.874840E-02
171.000 1.047911E-02
180.000 1.537428E-03
