# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 50 MeV

0.000 5.757900E-02
9.000 1.355799E-02
18.000 -2.138233E-02
27.000 -4.547683E-02
36.000 -5.615381E-02
45.000 -5.774373E-02
54.000 -5.529580E-02
63.000 -5.028686E-02
72.000 -4.257588E-02
81.000 -3.138742E-02
90.000 -1.614616E-02
99.000 1.613037E-03
108.000 1.738727E-02
117.000 2.676030E-02
126.000 2.872386E-02
135.000 2.758008E-02
144.000 3.510512E-02
153.000 5.080321E-02
162.000 3.343801E-02
171.000 -5.333277E-02
180.000 -1.566451E-01
