# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 650 MeV

0.000 -8.701546E-02
9.000 -9.796921E-02
18.000 -1.064220E-01
27.000 -1.011089E-01
36.000 -7.816348E-02
45.000 -5.312718E-02
54.000 -3.496379E-02
63.000 -2.314208E-02
72.000 -1.557803E-02
81.000 -1.073722E-02
90.000 -7.618994E-03
99.000 -5.530215E-03
108.000 -3.980988E-03
117.000 -2.677163E-03
126.000 -1.458151E-03
135.000 -2.030543E-04
144.000 1.235676E-03
153.000 3.088978E-03
162.000 5.229149E-03
171.000 5.502876E-03
180.000 4.277429E-03
