# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 950 MeV

0.000 -2.883570E-01
9.000 -2.223969E-01
18.000 -1.733749E-01
27.000 -1.362305E-01
36.000 -9.814779E-02
45.000 -5.584826E-02
54.000 -2.398618E-02
63.000 -6.915543E-03
72.000 -2.276460E-03
81.000 -8.820359E-03
90.000 -2.669161E-02
99.000 -5.560078E-02
108.000 -9.207393E-02
117.000 -1.279418E-01
126.000 -1.532294E-01
135.000 -1.603465E-01
144.000 -1.422357E-01
153.000 -8.127119E-02
162.000 4.894533E-02
171.000 1.365716E-01
180.000 1.380880E-01
