# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 6.520695E-02
9.000 4.921926E-02
18.000 3.507028E-02
27.000 2.294802E-02
36.000 1.521360E-02
45.000 1.648861E-02
54.000 2.240526E-02
63.000 2.803945E-02
72.000 3.359426E-02
81.000 4.059106E-02
90.000 5.064285E-02
99.000 6.563319E-02
108.000 8.763851E-02
117.000 1.146459E-01
126.000 1.262329E-01
135.000 1.050108E-01
144.000 7.359374E-02
153.000 4.242866E-02
162.000 -2.781618E-03
171.000 -4.422004E-02
180.000 -4.102208E-02
