# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 7.836366E-02
9.000 6.023732E-02
18.000 4.359172E-02
27.000 2.921142E-02
36.000 2.148061E-02
45.000 2.461408E-02
54.000 3.075858E-02
63.000 3.511110E-02
72.000 3.863612E-02
81.000 4.321863E-02
90.000 5.051366E-02
99.000 6.228190E-02
108.000 8.059312E-02
117.000 1.050674E-01
126.000 1.199382E-01
135.000 1.032740E-01
144.000 7.313754E-02
153.000 4.370894E-02
162.000 5.383522E-03
171.000 -3.150135E-02
180.000 -2.849620E-02
