# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 250 MeV

0.000 1.675054E-01
9.000 1.172238E-01
18.000 7.723317E-02
27.000 2.313948E-02
36.000 -7.462128E-03
45.000 -1.462830E-02
54.000 -2.405172E-02
63.000 -1.279386E-02
72.000 -8.752875E-04
81.000 6.146392E-03
90.000 1.684097E-02
99.000 6.146392E-03
108.000 -8.752875E-04
117.000 -1.279386E-02
126.000 -2.405172E-02
135.000 -1.462830E-02
144.000 -7.462128E-03
153.000 2.313948E-02
162.000 7.723317E-02
171.000 1.172238E-01
180.000 1.675054E-01
