# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 50 MeV

0.000 4.271333E-01
9.000 2.750549E-01
18.000 1.548457E-01
27.000 3.604830E-02
36.000 -1.749812E-02
45.000 -1.876498E-02
54.000 3.865566E-03
63.000 2.143035E-02
72.000 1.659192E-02
81.000 -3.173452E-02
90.000 -6.913194E-02
99.000 -3.173452E-02
108.000 1.659192E-02
117.000 2.143035E-02
126.000 3.865566E-03
135.000 -1.876498E-02
144.000 -1.749812E-02
153.000 3.604830E-02
162.000 1.548457E-01
171.000 2.750549E-01
180.000 4.271333E-01
