# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 2.172888E-01
9.000 1.414532E-01
18.000 8.193745E-02
27.000 2.038615E-02
36.000 -7.209859E-03
45.000 -1.913043E-02
54.000 -2.187326E-02
63.000 -5.302270E-03
72.000 4.909600E-03
81.000 6.979153E-03
90.000 3.626638E-04
99.000 6.979153E-03
108.000 4.909600E-03
117.000 -5.302270E-03
126.000 -2.187326E-02
135.000 -1.913043E-02
144.000 -7.209859E-03
153.000 2.038615E-02
162.000 8.193745E-02
171.000 1.414532E-01
180.000 2.172888E-01
