# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 -5.322840E-02
9.000 -5.093005E-02
18.000 -1.382597E-02
27.000 -2.162933E-02
36.000 -6.959347E-04
45.000 3.417469E-02
54.000 4.504138E-02
63.000 2.266001E-02
72.000 1.254358E-02
81.000 4.038248E-03
90.000 -1.554992E-02
99.000 4.038248E-03
108.000 1.254358E-02
117.000 2.266001E-02
126.000 4.504138E-02
135.000 3.417469E-02
144.000 -6.959347E-04
153.000 -2.162933E-02
162.000 -1.382597E-02
171.000 -5.093005E-02
180.000 -5.322840E-02
