# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 300 MeV

0.000 1.079215E-01
9.000 8.289807E-02
18.000 6.415269E-02
27.000 2.169526E-02
36.000 -6.294190E-03
45.000 -1.111250E-02
54.000 -2.330939E-02
63.000 -1.927253E-02
72.000 -6.732331E-03
81.000 2.725034E-03
90.000 2.623363E-02
99.000 2.725034E-03
108.000 -6.732331E-03
117.000 -1.927253E-02
126.000 -2.330939E-02
135.000 -1.111250E-02
144.000 -6.294190E-03
153.000 2.169526E-02
162.000 6.415269E-02
171.000 8.289807E-02
180.000 1.079215E-01
