# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 2.101205E-01
9.000 1.135815E-01
18.000 4.716326E-02
27.000 1.146712E-02
36.000 -1.419570E-02
45.000 -3.057919E-02
54.000 -1.122509E-02
63.000 1.525467E-02
72.000 1.905334E-02
81.000 -9.976131E-05
90.000 -2.950961E-02
99.000 -9.976131E-05
108.000 1.905334E-02
117.000 1.525467E-02
126.000 -1.122509E-02
135.000 -3.057919E-02
144.000 -1.419570E-02
153.000 1.146712E-02
162.000 4.716326E-02
171.000 1.135815E-01
180.000 2.101205E-01
