# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -3.802565E-02
9.000 -1.574933E-02
18.000 -1.826994E-03
27.000 5.528880E-02
36.000 1.109396E-01
45.000 1.332510E-01
54.000 1.271235E-01
63.000 1.082252E-01
72.000 7.636797E-02
81.000 3.465945E-02
90.000 1.748618E-02
99.000 3.465945E-02
108.000 7.636797E-02
117.000 1.082252E-01
126.000 1.271235E-01
135.000 1.332510E-01
144.000 1.109396E-01
153.000 5.528880E-02
162.000 -1.826994E-03
171.000 -1.574933E-02
180.000 -3.802565E-02
