# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 450 MeV

0.000 -1.565574E-02
9.000 -6.803405E-03
18.000 -5.451635E-04
27.000 1.551457E-03
36.000 2.254362E-03
45.000 1.199957E-03
54.000 -1.765161E-03
63.000 -3.702232E-03
72.000 -3.669145E-03
81.000 -3.359402E-03
90.000 -1.555437E-03
99.000 -3.359402E-03
108.000 -3.669145E-03
117.000 -3.702232E-03
126.000 -1.765161E-03
135.000 1.199957E-03
144.000 2.254362E-03
153.000 1.551457E-03
162.000 -5.451635E-04
171.000 -6.803405E-03
180.000 -1.565574E-02
