# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 950 MeV

0.000 -6.624074E-02
9.000 -1.639656E-02
18.000 6.954368E-03
27.000 4.105249E-02
36.000 6.397003E-02
45.000 6.494526E-02
54.000 4.747309E-02
63.000 2.965920E-02
72.000 1.885794E-02
81.000 2.032056E-02
90.000 2.289482E-02
99.000 2.032056E-02
108.000 1.885794E-02
117.000 2.965920E-02
126.000 4.747309E-02
135.000 6.494526E-02
144.000 6.397003E-02
153.000 4.105249E-02
162.000 6.954368E-03
171.000 -1.639656E-02
180.000 -6.624074E-02
