# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 5.359339E-02
9.000 4.632995E-02
18.000 4.402402E-02
27.000 1.513443E-02
36.000 -3.309751E-03
45.000 -8.269216E-03
54.000 -1.875377E-02
63.000 -2.186633E-02
72.000 -1.122071E-02
81.000 -1.183970E-03
90.000 2.272521E-02
99.000 -1.183970E-03
108.000 -1.122071E-02
117.000 -2.186633E-02
126.000 -1.875377E-02
135.000 -8.269216E-03
144.000 -3.309751E-03
153.000 1.513443E-02
162.000 4.402402E-02
171.000 4.632995E-02
180.000 5.359339E-02
