# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 800 MeV

0.000 -1.608038E-02
9.000 -1.311017E-02
18.000 -7.621368E-03
27.000 -3.328285E-03
36.000 -3.018710E-03
45.000 -4.779126E-03
54.000 -6.335579E-03
63.000 -4.977217E-03
72.000 -1.633544E-03
81.000 2.495607E-03
90.000 9.885232E-03
99.000 2.495607E-03
108.000 -1.633544E-03
117.000 -4.977217E-03
126.000 -6.335579E-03
135.000 -4.779126E-03
144.000 -3.018710E-03
153.000 -3.328285E-03
162.000 -7.621368E-03
171.000 -1.311017E-02
180.000 -1.608038E-02
