# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 -7.552991E-02
9.000 -4.006194E-02
18.000 -8.482525E-03
27.000 -6.322390E-03
36.000 1.363273E-02
45.000 2.999417E-02
54.000 2.506275E-02
63.000 9.099961E-03
72.000 4.658264E-03
81.000 -1.288072E-03
90.000 -1.116448E-02
99.000 -1.288072E-03
108.000 4.658264E-03
117.000 9.099961E-03
126.000 2.506275E-02
135.000 2.999417E-02
144.000 1.363273E-02
153.000 -6.322390E-03
162.000 -8.482525E-03
171.000 -4.006194E-02
180.000 -7.552991E-02
