 # D15_1675 FF
     0.00000    -0.03603    -0.07539     0.14891     0.00000     0.00000     0.00000     0.69008     0.00000
     0.00500    -0.03534    -0.07404     0.14603     0.00000     0.00000     0.00000     0.68323     0.00000
     0.01000    -0.03467    -0.07273     0.14322     0.00000     0.00000     0.00000     0.67648     0.00000
     0.01500    -0.03402    -0.07144     0.14047     0.00000     0.00000     0.00000     0.66983     0.00000
     0.02000    -0.03339    -0.07018     0.13779     0.00000     0.00000     0.00000     0.66328     0.00000
     0.02500    -0.03276    -0.06895     0.13516     0.00000     0.00000     0.00000     0.65683     0.00000
     0.03000    -0.03215    -0.06775     0.13260     0.00000     0.00000     0.00000     0.65047     0.00000
     0.03500    -0.03156    -0.06657     0.13009     0.00000     0.00000     0.00000     0.64420     0.00000
     0.04000    -0.03098    -0.06541     0.12765     0.00000     0.00000     0.00000     0.63802     0.00000
     0.04500    -0.03041    -0.06428     0.12525     0.00000     0.00000     0.00000     0.63193     0.00000
     0.05000    -0.02985    -0.06318     0.12291     0.00000     0.00000     0.00000     0.62592     0.00000
     0.05500    -0.02931    -0.06209     0.12062     0.00000     0.00000     0.00000     0.62000     0.00000
     0.06000    -0.02878    -0.06103     0.11838     0.00000     0.00000     0.00000     0.61417     0.00000
     0.06500    -0.02825    -0.06000     0.11619     0.00000     0.00000     0.00000     0.60842     0.00000
     0.07000    -0.02775    -0.05898     0.11405     0.00000     0.00000     0.00000     0.60274     0.00000
     0.07500    -0.02725    -0.05798     0.11196     0.00000     0.00000     0.00000     0.59715     0.00000
     0.08000    -0.02676    -0.05701     0.10991     0.00000     0.00000     0.00000     0.59163     0.00000
     0.08500    -0.02628    -0.05605     0.10790     0.00000     0.00000     0.00000     0.58619     0.00000
     0.09000    -0.02582    -0.05511     0.10594     0.00000     0.00000     0.00000     0.58083     0.00000
     0.09500    -0.02536    -0.05419     0.10402     0.00000     0.00000     0.00000     0.57553     0.00000
     0.10000    -0.02491    -0.05329     0.10214     0.00000     0.00000     0.00000     0.57031     0.00000
     0.10500    -0.02447    -0.05241     0.10030     0.00000     0.00000     0.00000     0.56516     0.00000
     0.11000    -0.02404    -0.05155     0.09850     0.00000     0.00000     0.00000     0.56008     0.00000
     0.11500    -0.02362    -0.05070     0.09674     0.00000     0.00000     0.00000     0.55507     0.00000
     0.12000    -0.02321    -0.04987     0.09501     0.00000     0.00000     0.00000     0.55013     0.00000
     0.12500    -0.02281    -0.04905     0.09332     0.00000     0.00000     0.00000     0.54525     0.00000
     0.13000    -0.02242    -0.04825     0.09167     0.00000     0.00000     0.00000     0.54043     0.00000
