# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 800 MeV

0.000 -4.479143E-02
9.000 -2.907750E-02
18.000 3.245950E-03
27.000 5.641598E-02
36.000 9.533272E-02
45.000 9.790452E-02
54.000 7.990520E-02
63.000 4.728440E-02
72.000 -1.995234E-03
81.000 -6.727567E-02
90.000 -1.329196E-01
99.000 -1.755913E-01
108.000 -1.909969E-01
117.000 -1.889517E-01
126.000 -1.772815E-01
135.000 -1.588265E-01
144.000 -1.319698E-01
153.000 -8.836374E-02
162.000 -2.134418E-02
171.000 2.596817E-02
180.000 3.586750E-02
