# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 -1.411278E-01
9.000 -1.566441E-01
18.000 -1.700854E-01
27.000 -1.295154E-01
36.000 -8.076863E-02
45.000 -5.589085E-02
54.000 -4.470508E-02
63.000 -4.034755E-02
72.000 -3.977300E-02
81.000 -4.141596E-02
90.000 -4.392649E-02
99.000 -4.554955E-02
108.000 -4.467718E-02
117.000 -4.120440E-02
126.000 -3.624317E-02
135.000 -3.059681E-02
144.000 -2.411096E-02
153.000 -1.542348E-02
162.000 -2.134746E-03
171.000 9.850498E-03
180.000 1.352453E-02
