# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 300 MeV

0.000 1.330791E-01
9.000 9.448273E-02
18.000 6.162235E-02
27.000 3.721488E-02
36.000 2.315201E-02
45.000 1.125406E-02
54.000 -5.904565E-03
63.000 -2.609378E-02
72.000 -4.630269E-02
81.000 -6.554639E-02
90.000 -8.390474E-02
99.000 -1.015972E-01
108.000 -1.176249E-01
117.000 -1.255808E-01
126.000 -1.090373E-01
135.000 -6.669914E-02
144.000 -2.628365E-02
153.000 1.318348E-03
162.000 1.836002E-02
171.000 1.035962E-02
180.000 -7.572887E-04
