# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 750 MeV

0.000 -3.687636E-02
9.000 -2.058245E-02
18.000 2.805924E-03
27.000 2.812325E-02
36.000 3.129299E-02
45.000 1.845935E-02
54.000 -1.355019E-04
63.000 -2.344208E-02
72.000 -5.174205E-02
81.000 -8.231618E-02
90.000 -1.069940E-01
99.000 -1.180685E-01
108.000 -1.165992E-01
117.000 -1.081788E-01
126.000 -9.656163E-02
135.000 -8.282449E-02
144.000 -6.585798E-02
153.000 -4.146441E-02
162.000 -6.537663E-03
171.000 1.701803E-02
180.000 2.333889E-02
