# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -6.970558E-01
9.000 -5.720701E-01
18.000 -4.637306E-01
27.000 -3.672551E-01
36.000 -2.702861E-01
45.000 -1.732321E-01
54.000 -9.367649E-02
63.000 -3.156606E-02
72.000 2.102065E-02
81.000 7.017730E-02
90.000 1.187906E-01
99.000 1.646235E-01
108.000 1.998237E-01
117.000 2.156385E-01
126.000 2.084062E-01
135.000 1.788551E-01
144.000 1.256093E-01
153.000 3.686327E-02
162.000 -8.840402E-02
171.000 -1.421439E-01
180.000 -1.366967E-01
