# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 650 MeV

0.000 -1.406993E-01
9.000 -1.419182E-01
18.000 -1.392877E-01
27.000 -1.205964E-01
36.000 -8.574028E-02
45.000 -5.414525E-02
54.000 -3.350095E-02
63.000 -2.114432E-02
72.000 -1.381243E-02
81.000 -9.447341E-03
90.000 -6.850931E-03
99.000 -5.292841E-03
108.000 -4.309395E-03
117.000 -3.637403E-03
126.000 -3.145619E-03
135.000 -2.756621E-03
144.000 -2.403419E-03
153.000 -1.964476E-03
162.000 -1.086268E-03
171.000 2.816976E-04
180.000 1.197937E-03
