# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 850 MeV

0.000 -9.353558E-02
9.000 -9.068339E-02
18.000 -8.511753E-02
27.000 -6.199695E-02
36.000 -1.435670E-02
45.000 3.200332E-02
54.000 5.685777E-02
63.000 6.235807E-02
72.000 5.221557E-02
81.000 2.676638E-02
90.000 -1.577820E-02
99.000 -7.664302E-02
108.000 -1.506215E-01
117.000 -2.199470E-01
126.000 -2.628021E-01
135.000 -2.718905E-01
144.000 -2.512577E-01
153.000 -1.963553E-01
162.000 -8.443099E-02
171.000 2.623649E-02
180.000 5.395655E-02
