# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 6.385653E-02
9.000 3.440758E-02
18.000 9.980356E-03
27.000 -6.887941E-03
36.000 -1.294322E-02
45.000 -1.554060E-02
54.000 -2.169418E-02
63.000 -2.719382E-02
72.000 -2.963473E-02
81.000 -2.834341E-02
90.000 -2.304262E-02
99.000 -1.417113E-02
108.000 -4.179952E-03
117.000 2.926960E-03
126.000 5.642671E-03
135.000 8.288800E-03
144.000 1.628610E-02
153.000 2.727264E-02
162.000 2.831413E-02
171.000 5.106524E-03
180.000 -2.377211E-02
