# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 1.307090E-01
9.000 8.160449E-02
18.000 3.957037E-02
27.000 3.945577E-03
36.000 -2.177934E-02
45.000 -3.496676E-02
54.000 -4.069600E-02
63.000 -4.352931E-02
72.000 -4.518227E-02
81.000 -4.652097E-02
90.000 -4.797842E-02
99.000 -4.881726E-02
108.000 -4.578603E-02
117.000 -3.286116E-02
126.000 -8.854838E-03
135.000 1.570022E-02
144.000 3.292934E-02
153.000 4.210874E-02
162.000 3.676060E-02
171.000 2.073039E-03
180.000 -9.373325E-03
