# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 6.043680E-02
9.000 5.120076E-02
18.000 4.142366E-02
27.000 3.189063E-02
36.000 2.560914E-02
45.000 2.696261E-02
54.000 3.249601E-02
63.000 3.512655E-02
72.000 3.284262E-02
81.000 2.658953E-02
90.000 1.719196E-02
99.000 4.716840E-03
108.000 -1.035137E-02
117.000 -2.477915E-02
126.000 -3.403832E-02
135.000 -3.791124E-02
144.000 -3.926891E-02
153.000 -4.011173E-02
162.000 -3.445630E-02
171.000 -9.194725E-03
180.000 5.039523E-03
