# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 850 MeV

0.000 -6.046707E-02
9.000 -6.870010E-03
18.000 1.676061E-02
27.000 2.545722E-02
36.000 1.492216E-02
45.000 -1.489698E-03
54.000 -1.151686E-02
63.000 -2.755519E-02
72.000 -3.319515E-02
81.000 -1.359657E-02
90.000 1.235716E-02
99.000 -1.359657E-02
108.000 -3.319515E-02
117.000 -2.755519E-02
126.000 -1.151686E-02
135.000 -1.489698E-03
144.000 1.492216E-02
153.000 2.545722E-02
162.000 1.676061E-02
171.000 -6.870010E-03
180.000 -6.046707E-02
