# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 750 MeV

0.000 -1.432088E-01
9.000 -4.080553E-02
18.000 5.355771E-03
27.000 1.759563E-02
36.000 1.424796E-02
45.000 -1.930613E-02
54.000 -5.120538E-02
63.000 -4.378603E-02
72.000 -2.660803E-02
81.000 -8.373430E-03
90.000 2.224676E-02
99.000 -8.373430E-03
108.000 -2.660803E-02
117.000 -4.378603E-02
126.000 -5.120538E-02
135.000 -1.930613E-02
144.000 1.424796E-02
153.000 1.759563E-02
162.000 5.355771E-03
171.000 -4.080553E-02
180.000 -1.432088E-01
