# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 -3.980989E-01
9.000 -2.480127E-01
18.000 -1.332263E-01
27.000 -2.538738E-02
36.000 1.418018E-02
45.000 2.800246E-02
54.000 2.135126E-02
63.000 -5.064961E-03
72.000 -1.154091E-02
81.000 1.083587E-03
90.000 7.764294E-02
99.000 1.083587E-03
108.000 -1.154091E-02
117.000 -5.064961E-03
126.000 2.135126E-02
135.000 2.800246E-02
144.000 1.418018E-02
153.000 -2.538738E-02
162.000 -1.332263E-01
171.000 -2.480127E-01
180.000 -3.980989E-01
