# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 -7.773657E-02
9.000 -7.197340E-02
18.000 -7.940584E-02
27.000 -4.245180E-02
36.000 -1.087282E-02
45.000 9.288652E-04
54.000 1.076203E-02
63.000 1.846299E-02
72.000 1.437977E-02
81.000 9.914988E-03
90.000 1.120748E-02
99.000 9.914988E-03
108.000 1.437977E-02
117.000 1.846299E-02
126.000 1.076203E-02
135.000 9.288652E-04
144.000 -1.087282E-02
153.000 -4.245180E-02
162.000 -7.940584E-02
171.000 -7.197340E-02
180.000 -7.773657E-02
