# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 250 MeV

0.000 -3.227234E-01
9.000 -2.167059E-01
18.000 -1.360574E-01
27.000 -3.969228E-02
36.000 9.347635E-03
45.000 1.650238E-02
54.000 1.942440E-02
63.000 2.924990E-03
72.000 -3.519229E-03
81.000 4.828300E-03
90.000 7.092247E-02
99.000 4.828300E-03
108.000 -3.519229E-03
117.000 2.924990E-03
126.000 1.942440E-02
135.000 1.650238E-02
144.000 9.347635E-03
153.000 -3.969228E-02
162.000 -1.360574E-01
171.000 -2.167059E-01
180.000 -3.227234E-01
