# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 600 MeV

0.000 -6.684757E-02
9.000 -1.375224E-02
18.000 9.468507E-04
27.000 2.289682E-03
36.000 -1.478096E-02
45.000 -4.171608E-02
54.000 -4.103036E-02
63.000 -1.712503E-02
72.000 -1.870905E-02
81.000 -7.512125E-03
90.000 1.526500E-02
99.000 -7.512125E-03
108.000 -1.870905E-02
117.000 -1.712503E-02
126.000 -4.103036E-02
135.000 -4.171608E-02
144.000 -1.478096E-02
153.000 2.289682E-03
162.000 9.468507E-04
171.000 -1.375224E-02
180.000 -6.684757E-02
