# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 950 MeV

0.000 -1.220506E-01
9.000 -1.742779E-02
18.000 2.834141E-02
27.000 7.614593E-02
36.000 7.390239E-02
45.000 3.169305E-02
54.000 -1.082441E-02
63.000 -2.780690E-02
72.000 -2.791496E-02
81.000 -3.352427E-02
90.000 -3.096179E-02
99.000 -3.352427E-02
108.000 -2.791496E-02
117.000 -2.780690E-02
126.000 -1.082441E-02
135.000 3.169305E-02
144.000 7.390239E-02
153.000 7.614593E-02
162.000 2.834141E-02
171.000 -1.742779E-02
180.000 -1.220506E-01
