# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 800 MeV

0.000 -5.128743E-02
9.000 -1.626115E-02
18.000 1.104403E-02
27.000 1.153860E-02
36.000 6.839390E-03
45.000 -5.657164E-03
54.000 -2.877051E-02
63.000 -3.984010E-02
72.000 -3.322849E-02
81.000 -9.493632E-03
90.000 2.261958E-02
99.000 -9.493632E-03
108.000 -3.322849E-02
117.000 -3.984010E-02
126.000 -2.877051E-02
135.000 -5.657164E-03
144.000 6.839390E-03
153.000 1.153860E-02
162.000 1.104403E-02
171.000 -1.626115E-02
180.000 -5.128743E-02
