# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 300 MeV

0.000 -1.996951E-01
9.000 -1.494173E-01
18.000 -1.159802E-01
27.000 -4.751714E-02
36.000 -3.467622E-04
45.000 7.812976E-03
54.000 1.589835E-02
63.000 1.157498E-02
72.000 5.632078E-03
81.000 8.469885E-03
90.000 4.571040E-02
99.000 8.469885E-03
108.000 5.632078E-03
117.000 1.157498E-02
126.000 1.589835E-02
135.000 7.812976E-03
144.000 -3.467622E-04
153.000 -4.751714E-02
162.000 -1.159802E-01
171.000 -1.494173E-01
180.000 -1.996951E-01
