# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 150 MeV

0.000 -3.761709E-01
9.000 -2.179883E-01
18.000 -1.000746E-01
27.000 -1.003496E-02
36.000 1.876261E-02
45.000 4.091192E-02
54.000 2.219869E-02
63.000 -1.202739E-02
72.000 -1.847325E-02
81.000 -1.393455E-03
90.000 6.539802E-02
99.000 -1.393455E-03
108.000 -1.847325E-02
117.000 -1.202739E-02
126.000 2.219869E-02
135.000 4.091192E-02
144.000 1.876261E-02
153.000 -1.003496E-02
162.000 -1.000746E-01
171.000 -2.179883E-01
180.000 -3.761709E-01
