# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -9.183487E-02
9.000 -2.152025E-02
18.000 2.320049E-02
27.000 7.920321E-02
36.000 8.590063E-02
45.000 4.800028E-02
54.000 1.769261E-03
63.000 -3.549040E-02
72.000 -5.672110E-02
81.000 -5.065475E-02
90.000 -7.933391E-02
99.000 -5.065475E-02
108.000 -5.672110E-02
117.000 -3.549040E-02
126.000 1.769261E-03
135.000 4.800028E-02
144.000 8.590063E-02
153.000 7.920321E-02
162.000 2.320049E-02
171.000 -2.152025E-02
180.000 -9.183487E-02
