# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 1.138698E-02
9.000 -9.677549E-03
18.000 -3.284909E-02
27.000 -2.612103E-02
36.000 -1.428433E-02
45.000 -5.136930E-03
54.000 5.304939E-03
63.000 1.797397E-02
72.000 1.709831E-02
81.000 8.935616E-03
90.000 -9.815615E-03
99.000 8.935616E-03
108.000 1.709831E-02
117.000 1.797397E-02
126.000 5.304939E-03
135.000 -5.136930E-03
144.000 -1.428433E-02
153.000 -2.612103E-02
162.000 -3.284909E-02
171.000 -9.677549E-03
180.000 1.138698E-02
