# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 50 MeV

0.000 -1.124724E-02
9.000 1.505623E-02
18.000 3.975629E-02
27.000 4.868486E-02
36.000 3.540742E-02
45.000 2.149782E-02
54.000 4.785966E-03
63.000 -7.121536E-03
72.000 -1.224995E-02
81.000 -6.490709E-03
90.000 6.076259E-03
99.000 -6.490709E-03
108.000 -1.224995E-02
117.000 -7.121536E-03
126.000 4.785966E-03
135.000 2.149782E-02
144.000 3.540742E-02
153.000 4.868486E-02
162.000 3.975629E-02
171.000 1.505623E-02
180.000 -1.124724E-02
