# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 850 MeV

0.000 1.338070E-01
9.000 4.402390E-02
18.000 2.493249E-02
27.000 8.723875E-03
36.000 9.058869E-03
45.000 1.525375E-02
54.000 1.879891E-02
63.000 3.282856E-02
72.000 3.093631E-02
81.000 3.847543E-03
90.000 -3.785096E-02
99.000 3.847543E-03
108.000 3.093631E-02
117.000 3.282856E-02
126.000 1.879891E-02
135.000 1.525375E-02
144.000 9.058869E-03
153.000 8.723875E-03
162.000 2.493249E-02
171.000 4.402390E-02
180.000 1.338070E-01
