# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 50 MeV

0.000 2.473931E-01
9.000 1.332223E-01
18.000 3.889874E-02
27.000 -3.512307E-02
36.000 -4.666252E-02
45.000 -2.688079E-02
54.000 1.020985E-02
63.000 3.943698E-02
72.000 5.226490E-02
81.000 2.895262E-02
90.000 -1.947550E-02
99.000 2.895262E-02
108.000 5.226490E-02
117.000 3.943698E-02
126.000 1.020985E-02
135.000 -2.688079E-02
144.000 -4.666252E-02
153.000 -3.512307E-02
162.000 3.889874E-02
171.000 1.332223E-01
180.000 2.473931E-01
