# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -2.252154E-02
9.000 1.342789E-03
18.000 2.074754E-02
27.000 1.336783E-02
36.000 -1.787885E-02
45.000 -4.674659E-02
54.000 -5.712754E-02
63.000 -5.063396E-02
72.000 -2.807582E-02
81.000 1.182697E-03
90.000 4.352072E-02
99.000 1.182697E-03
108.000 -2.807582E-02
117.000 -5.063396E-02
126.000 -5.712754E-02
135.000 -4.674659E-02
144.000 -1.787885E-02
153.000 1.336783E-02
162.000 2.074754E-02
171.000 1.342789E-03
180.000 -2.252154E-02
