# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 1.347956E-01
9.000 6.388983E-02
18.000 9.682340E-03
27.000 9.225045E-03
36.000 3.188605E-03
45.000 4.209861E-03
54.000 7.969438E-03
63.000 5.431273E-03
72.000 3.650427E-03
81.000 1.213917E-03
90.000 -6.367707E-03
99.000 1.213917E-03
108.000 3.650427E-03
117.000 5.431273E-03
126.000 7.969438E-03
135.000 4.209861E-03
144.000 3.188605E-03
153.000 9.225045E-03
162.000 9.682340E-03
171.000 6.388983E-02
180.000 1.347956E-01
