# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 150 MeV

0.000 -3.060920E-01
9.000 -1.756502E-01
18.000 -8.167221E-02
27.000 -1.313914E-02
36.000 6.374007E-03
45.000 4.962476E-03
54.000 -3.104335E-02
63.000 -5.409987E-02
72.000 -4.901538E-02
81.000 -2.199892E-02
90.000 2.476678E-02
99.000 -2.199892E-02
108.000 -4.901538E-02
117.000 -5.409987E-02
126.000 -3.104335E-02
135.000 4.962476E-03
144.000 6.374007E-03
153.000 -1.313914E-02
162.000 -8.167221E-02
171.000 -1.756502E-01
180.000 -3.060920E-01
