# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 450 MeV

0.000 6.265619E-02
9.000 3.185719E-02
18.000 7.413068E-03
27.000 -1.031399E-03
36.000 -3.782604E-03
45.000 -1.185063E-03
54.000 6.624482E-03
63.000 1.086092E-02
72.000 9.519014E-03
81.000 6.675922E-03
90.000 -2.632129E-03
99.000 6.675922E-03
108.000 9.519014E-03
117.000 1.086092E-02
126.000 6.624482E-03
135.000 -1.185063E-03
144.000 -3.782604E-03
153.000 -1.031399E-03
162.000 7.413068E-03
171.000 3.185719E-02
180.000 6.265619E-02
