# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 550 MeV

0.000 2.036467E-01
9.000 8.733880E-02
18.000 1.191682E-02
27.000 4.585437E-03
36.000 -2.063403E-02
45.000 -2.828421E-02
54.000 -1.270695E-02
63.000 -1.120519E-03
72.000 3.141777E-03
81.000 5.935038E-03
90.000 1.112347E-02
99.000 5.935038E-03
108.000 3.141777E-03
117.000 -1.120519E-03
126.000 -1.270695E-02
135.000 -2.828421E-02
144.000 -2.063403E-02
153.000 4.585437E-03
162.000 1.191682E-02
171.000 8.733880E-02
180.000 2.036467E-01
