# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 -9.212884E-02
9.000 -6.527944E-02
18.000 -4.734629E-02
27.000 -9.339163E-03
36.000 4.424445E-03
45.000 3.920174E-03
54.000 1.661954E-03
63.000 -6.459123E-03
72.000 -9.267148E-03
81.000 -6.854805E-03
90.000 3.687655E-03
99.000 -6.854805E-03
108.000 -9.267148E-03
117.000 -6.459123E-03
126.000 1.661954E-03
135.000 3.920174E-03
144.000 4.424445E-03
153.000 -9.339163E-03
162.000 -4.734629E-02
171.000 -6.527944E-02
180.000 -9.212884E-02
