# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 -1.358204E-01
9.000 -7.370840E-02
18.000 -3.184697E-02
27.000 -1.089641E-02
36.000 -1.471755E-03
45.000 -4.988177E-03
54.000 -2.964884E-02
63.000 -4.276672E-02
72.000 -4.031678E-02
81.000 -2.069579E-02
90.000 6.168865E-03
99.000 -2.069579E-02
108.000 -4.031678E-02
117.000 -4.276672E-02
126.000 -2.964884E-02
135.000 -4.988177E-03
144.000 -1.471755E-03
153.000 -1.089641E-02
162.000 -3.184697E-02
171.000 -7.370840E-02
180.000 -1.358204E-01
