# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 750 MeV

0.000 1.491706E-01
9.000 7.482742E-02
18.000 1.322360E-02
27.000 6.914669E-03
36.000 8.308795E-03
45.000 2.147041E-02
54.000 3.090523E-02
63.000 2.279968E-02
72.000 1.236604E-02
81.000 1.694134E-03
90.000 -1.620514E-02
99.000 1.694134E-03
108.000 1.236604E-02
117.000 2.279968E-02
126.000 3.090523E-02
135.000 2.147041E-02
144.000 8.308795E-03
153.000 6.914669E-03
162.000 1.322360E-02
171.000 7.482742E-02
180.000 1.491706E-01
