# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 -3.560367E-01
9.000 -2.127475E-01
18.000 -1.066352E-01
27.000 -1.706606E-02
36.000 8.830616E-03
45.000 6.989020E-03
54.000 -2.483688E-02
63.000 -5.076632E-02
72.000 -4.676959E-02
81.000 -2.792097E-02
90.000 3.371089E-02
99.000 -2.792097E-02
108.000 -4.676959E-02
117.000 -5.076632E-02
126.000 -2.483688E-02
135.000 6.989020E-03
144.000 8.830616E-03
153.000 -1.706606E-02
162.000 -1.066352E-01
171.000 -2.127475E-01
180.000 -3.560367E-01
