-0.991355 0.0699703 0.0192837
-0.888743 0.0612575 0.0138103
-0.787974 0.095901 0.0154086
-0.68593 0.100401 0.0172618
-0.573043 0.0343767 0.0104553
-0.487581 0.0672886 0.0127198
-0.385182 0.0629959 0.011326
-0.282571 0.0551516 0.00741949
-0.183503 0.147647 0.0101331
-0.103639 0.168991 0.0151309
-0.0604117 0.202182 0.0132692
-0.00301173 0.276659 0.0181571
0.0406406 0.28945 0.0189966
0.0995996 0.242209 0.0216866
0.143961 0.202645 0.0181442
0.218226 0.135625 0.0121434
0.32105 0.111035 0.0121615
0.425362 0.0568465 0.00873428
0.531517 0.0162753 0.00468881
0.686993 0.00815293 0.00248112
0.890798 0.000977176 0.000903463
