-0.991284 0.0684235 0.0166111
-0.881728 0.0669928 0.0173921
-0.780179 0.0820163 0.0199279
-0.683591 0.048013 0.0130347
-0.580555 0.0367582 0.0101305
-0.478794 0.0420824 0.00948582
-0.377033 0.0481778 0.00954268
-0.27676 0.0882003 0.00966048
-0.183361 0.141191 0.0161716
-0.11193 0.231071 0.0158586
-0.0615455 0.28912 0.0189749
-0.00315346 0.289309 0.0198554
0.0412075 0.242051 0.0158858
0.0995996 0.242209 0.0158961
0.143961 0.202645 0.0181442
0.225667 0.129705 0.014856
0.32842 0.108589 0.0146084
0.432661 0.0568511 0.0102213
0.536406 0.0348057 0.00845407
0.686355 0.00996986 0.0034714
