# Omar Benhar's C12 spectral function
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Notes:     This version is a bit outdated - Newer calculations are available from from O.Benhar et al.
# Citations: PRD72:053005,2005; PRC62:034304,2000;  Nucl.Phs.A505:267-99,1989
# Format:    Momentum(MeV)  RemovalEnergy(MeV) Probability
#
1.000000e+01	2.500000e+00	0.000000e+00
1.000000e+01	7.500000e+00	0.000000e+00
1.000000e+01	1.250000e+01	0.000000e+00
1.000000e+01	1.750000e+01	4.050000e-09
1.000000e+01	2.250000e+01	2.540000e-09
1.000000e+01	2.750000e+01	3.200000e-09
1.000000e+01	3.250000e+01	4.840000e-09
1.000000e+01	3.750000e+01	6.250000e-09
1.000000e+01	4.250000e+01	5.460000e-09
1.000000e+01	4.750000e+01	3.430000e-09
1.000000e+01	5.250000e+01	2.170000e-09
1.000000e+01	5.750000e+01	1.370000e-09
1.000000e+01	6.250000e+01	9.280000e-10
1.000000e+01	6.750000e+01	6.780000e-10
1.000000e+01	7.250000e+01	4.990000e-10
1.000000e+01	7.750000e+01	3.950000e-10
1.000000e+01	8.250000e+01	3.130000e-10
1.000000e+01	8.750000e+01	2.570000e-10
1.000000e+01	9.250000e+01	2.150000e-10
1.000000e+01	9.750000e+01	1.810000e-10
1.000000e+01	1.025000e+02	1.530000e-10
1.000000e+01	1.075000e+02	1.340000e-10
1.000000e+01	1.125000e+02	1.160000e-10
1.000000e+01	1.175000e+02	1.010000e-10
1.000000e+01	1.225000e+02	4.460000e-12
1.000000e+01	1.275000e+02	3.360000e-12
1.000000e+01	1.325000e+02	2.520000e-12
1.000000e+01	1.375000e+02	1.780000e-12
1.000000e+01	1.425000e+02	1.110000e-12
1.000000e+01	1.475000e+02	5.520000e-13
1.000000e+01	1.525000e+02	1.720000e-13
1.000000e+01	1.575000e+02	7.840000e-14
1.000000e+01	1.625000e+02	7.100000e-14
1.000000e+01	1.675000e+02	4.870000e-14
1.000000e+01	1.725000e+02	2.610000e-14
1.000000e+01	1.775000e+02	1.010000e-14
1.000000e+01	1.825000e+02	6.310000e-16
1.000000e+01	1.875000e+02	0.000000e+00
1.000000e+01	1.925000e+02	0.000000e+00
1.000000e+01	1.975000e+02	0.000000e+00
1.000000e+01	2.025000e+02	0.000000e+00
1.000000e+01	2.075000e+02	7.380000e-18
1.000000e+01	2.125000e+02	1.690000e-18
1.000000e+01	2.175000e+02	0.000000e+00
1.000000e+01	2.225000e+02	0.000000e+00
1.000000e+01	2.275000e+02	0.000000e+00
1.000000e+01	2.325000e+02	0.000000e+00
1.000000e+01	2.375000e+02	0.000000e+00
1.000000e+01	2.425000e+02	0.000000e+00
1.000000e+01	2.475000e+02	0.000000e+00
1.000000e+01	2.525000e+02	0.000000e+00
1.000000e+01	2.575000e+02	0.000000e+00
1.000000e+01	2.625000e+02	0.000000e+00
1.000000e+01	2.675000e+02	0.000000e+00
1.000000e+01	2.725000e+02	0.000000e+00
1.000000e+01	2.775000e+02	0.000000e+00
1.000000e+01	2.825000e+02	0.000000e+00
1.000000e+01	2.875000e+02	0.000000e+00
1.000000e+01	2.925000e+02	0.000000e+00
1.000000e+01	2.975000e+02	0.000000e+00
1.000000e+01	3.025000e+02	0.000000e+00
1.000000e+01	3.075000e+02	0.000000e+00
1.000000e+01	3.125000e+02	0.000000e+00
1.000000e+01	3.175000e+02	0.000000e+00
