# K+N->K0P
# Angle vs. Cross-section (millibarns)
# 800 MeV

  0	0.3690E-04
  5	0.3975E-01
 10	0.1360E+00
 15	0.2613E+00
 20	0.3976E+00
 25	0.5277E+00
 30	0.6359E+00
 35	0.7115E+00
 40	0.7505E+00
 45	0.7538E+00
 50	0.7266E+00
 55	0.6835E+00
 60	0.6322E+00
 65	0.5789E+00
 70	0.5277E+00
 75	0.4801E+00
 80	0.4363E+00
 85	0.3957E+00
 90	0.3577E+00
 95	0.3219E+00
100	0.2886E+00
105	0.2580E+00
110	0.2306E+00
115	0.2070E+00
120	0.1874E+00
125	0.1720E+00
130	0.1605E+00
135	0.1517E+00
140	0.1442E+00
145	0.1359E+00
150	0.1249E+00
155	0.1102E+00
160	0.9253E-01
165	0.7372E-01
170	0.5686E-01
175	0.4515E-01
180	0.4095E-01

